Autot;Kulunut aika (s);Valtatiellä;Matkalla valtatielle;Matkalla valtatieltä;Matkalla laturille;Matkalla laturilta;Latautumassa;Odottamassa;Valtatiellä (mediaani);Matkalla valtatielle (mediaani);Matkalla valtatieltä (mediaani);Matkalla laturille (mediaani);Matkalla laturilta (mediaani);Latautumassa (mediaani);Odottamassa (mediaani);
599.0;212506.0;77.39571508069004;77.39571508069004;77.39571508069004;77.39571508069004;77.39571508069004;77.39571508069004;77.39571508069004;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;
609.0;210868.0;80.20093048713738;80.20093048713738;80.20093048713738;80.20093048713738;80.20093048713738;80.20093048713738;80.20093048713738;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;
619.0;197526.0;78.47005923532579;78.47005923532579;78.47005923532579;78.47005923532579;78.47005923532579;78.47005923532579;78.47005923532579;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;
629.0;196150.0;78.92681505034446;78.92681505034446;78.92681505034446;78.92681505034446;78.92681505034446;78.92681505034446;78.92681505034446;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;
639.0;177722.0;79.33839332290037;79.33839332290037;79.33839332290037;79.33839332290037;79.33839332290037;79.33839332290037;79.33839332290037;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;
649.0;224748.0;80.28700564971751;80.28700564971751;80.28700564971751;80.28700564971751;80.28700564971751;80.28700564971751;80.28700564971751;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;
659.0;195212.0;78.16944865958524;78.16944865958524;78.16944865958524;78.16944865958524;78.16944865958524;78.16944865958524;78.16944865958524;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;
669.0;200272.0;78.16796213253613;78.16796213253613;78.16796213253613;78.16796213253613;78.16796213253613;78.16796213253613;78.16796213253613;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;
679.0;203386.0;78.67358861070201;78.67358861070201;78.67358861070201;78.67358861070201;78.67358861070201;78.67358861070201;78.67358861070201;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;
689.0;187992.0;77.05133043057572;77.05133043057572;77.05133043057572;77.05133043057572;77.05133043057572;77.05133043057572;77.05133043057572;50.03333333333333;50.03333333333333;50.03333333333333;50.03333333333333;50.03333333333333;50.03333333333333;50.03333333333333;
699.0;207304.0;78.76213638531235;78.76213638531235;78.76213638531235;78.76213638531235;78.76213638531235;78.76213638531235;78.76213638531235;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;
709.0;198692.0;78.20601786553831;78.20601786553831;78.20601786553831;78.20601786553831;78.20601786553831;78.20601786553831;78.20601786553831;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;
719.0;226830.0;78.8880853036625;78.8880853036625;78.8880853036625;78.8880853036625;78.8880853036625;78.8880853036625;78.8880853036625;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;
729.0;201504.0;80.09012345679011;80.09012345679011;80.09012345679011;80.09012345679011;80.09012345679011;80.09012345679011;80.09012345679011;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;
739.0;193898.0;78.87645466847091;78.87645466847091;78.87645466847091;78.87645466847091;78.87645466847091;78.87645466847091;78.87645466847091;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;
749.0;197020.0;80.50387182910546;80.50387182910546;80.50387182910546;80.50387182910546;80.50387182910546;80.50387182910546;80.50387182910546;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;
759.0;213610.0;78.66056214317084;78.66056214317084;78.66056214317084;78.66056214317084;78.66056214317084;78.66056214317084;78.66056214317084;52.1;52.1;52.1;52.1;52.1;52.1;52.1;
769.0;207716.0;78.04442999566537;78.04442999566537;78.04442999566537;78.04442999566537;78.04442999566537;78.04442999566537;78.04442999566537;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;
779.0;231136.0;77.28553701326487;77.28553701326487;77.28553701326487;77.28553701326487;77.28553701326487;77.28553701326487;77.28553701326487;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;
789.0;238548.0;78.30190114068441;78.30190114068441;78.30190114068441;78.30190114068441;78.30190114068441;78.30190114068441;78.30190114068441;52.1;52.1;52.1;52.1;52.1;52.1;52.1;
799.0;214196.0;77.60442219440968;77.60442219440968;77.60442219440968;77.60442219440968;77.60442219440968;77.60442219440968;77.60442219440968;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;
809.0;208290.0;79.2802637000412;79.2802637000412;79.2802637000412;79.2802637000412;79.2802637000412;79.2802637000412;79.2802637000412;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;
819.0;206760.0;78.61583231583231;78.61583231583231;78.61583231583231;78.61583231583231;78.61583231583231;78.61583231583231;78.61583231583231;52.1;52.1;52.1;52.1;52.1;52.1;52.1;
829.0;210392.0;79.19923602734218;79.19923602734218;79.19923602734218;79.19923602734218;79.19923602734218;79.19923602734218;79.19923602734218;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;
839.0;248346.0;77.61692491060788;77.61692491060788;77.61692491060788;77.61692491060788;77.61692491060788;77.61692491060788;77.61692491060788;52.1;52.1;52.1;52.1;52.1;52.1;52.1;
849.0;247640.0;79.92968197879858;79.92968197879858;79.92968197879858;79.92968197879858;79.92968197879858;79.92968197879858;79.92968197879858;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;
859.0;197966.0;80.39829258828095;80.39829258828095;80.39829258828095;80.39829258828095;80.39829258828095;80.39829258828095;80.39829258828095;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;
869.0;217568.0;79.07813578826236;79.07813578826236;79.07813578826236;79.07813578826236;79.07813578826236;79.07813578826236;79.07813578826236;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;
879.0;197658.0;78.5047781569966;78.5047781569966;78.5047781569966;78.5047781569966;78.5047781569966;78.5047781569966;78.5047781569966;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;
889.0;216230.0;79.49640044994376;79.49640044994376;79.49640044994376;79.49640044994376;79.49640044994376;79.49640044994376;79.49640044994376;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;
899.0;226878.0;77.884390063033;77.884390063033;77.884390063033;77.884390063033;77.884390063033;77.884390063033;77.884390063033;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;
909.0;215638.0;78.51917858452512;78.51917858452512;78.51917858452512;78.51917858452512;78.51917858452512;78.51917858452512;78.51917858452512;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;
919.0;236984.0;77.95901342038448;77.95901342038448;77.95901342038448;77.95901342038448;77.95901342038448;77.95901342038448;77.95901342038448;52.1;52.1;52.1;52.1;52.1;52.1;52.1;
929.0;217994.0;79.040509508432;79.040509508432;79.040509508432;79.040509508432;79.040509508432;79.040509508432;79.040509508432;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;
939.0;221340.0;78.40670926517572;78.40670926517572;78.40670926517572;78.40670926517572;78.40670926517572;78.40670926517572;78.40670926517572;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;
949.0;222096.0;78.39223744292238;78.39223744292238;78.39223744292238;78.39223744292238;78.39223744292238;78.39223744292238;78.39223744292238;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;
959.0;210252.0;79.5721932568648;79.5721932568648;79.5721932568648;79.5721932568648;79.5721932568648;79.5721932568648;79.5721932568648;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;
969.0;229318.0;77.5673890608875;77.5673890608875;77.5673890608875;77.5673890608875;77.5673890608875;77.5673890608875;77.5673890608875;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;
979.0;216300.0;78.09033026898194;78.09033026898194;78.09033026898194;78.09033026898194;78.09033026898194;78.09033026898194;78.09033026898194;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;54.166666666666664;
989.0;237966.0;78.34951129086619;78.34951129086619;78.34951129086619;78.34951129086619;78.34951129086619;78.34951129086619;78.34951129086619;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;
999.0;214082.0;78.45675675675675;78.45675675675675;78.45675675675675;78.45675675675675;78.45675675675675;78.45675675675675;78.45675675675675;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;53.133333333333326;

